Election_Id,State,State_Code,Constituency_No,Constituency_Key,Constituency_Name,SN,Candidate,Party,EVM_Votes,Postal_Votes,Total_Votes,Vote_Percentage,Timestamp
2026_RESULTS,Puducherry,U07,25,U07-025,THIRUNALLAR,1,R. KAMALAKANNAN,Indian National Congress,0,0,0,0.0,2026-05-04 09:22:22
2026_RESULTS,Puducherry,U07,25,U07-025,THIRUNALLAR,2,G.N.S. RAJASEKARAN,Bharatiya Janata Party,0,0,0,0.0,2026-05-04 09:22:22
2026_RESULTS,Puducherry,U07,25,U07-025,THIRUNALLAR,3,CHANDRAMOULISWARAR A.R.,Tamilaga Makkal Thannurimai Katchi,0,0,0,0.0,2026-05-04 09:22:22
2026_RESULTS,Puducherry,U07,25,U07-025,THIRUNALLAR,4,A. RAJA MOHAMED,Tamilaga Vettri Kazhagam,0,0,0,0.0,2026-05-04 09:22:22
2026_RESULTS,Puducherry,U07,25,U07-025,THIRUNALLAR,5,S. VINOTH,Naam Tamilar Katchi,0,0,0,0.0,2026-05-04 09:22:22
2026_RESULTS,Puducherry,U07,25,U07-025,THIRUNALLAR,6,N.V.R. ARIVOLI,Independent,0,0,0,0.0,2026-05-04 09:22:22
2026_RESULTS,Puducherry,U07,25,U07-025,THIRUNALLAR,7,M.P. SIMON RAJ,Independent,0,0,0,0.0,2026-05-04 09:22:22
2026_RESULTS,Puducherry,U07,25,U07-025,THIRUNALLAR,8,M. VASANTHKUMAR,Independent,0,0,0,0.0,2026-05-04 09:22:22
2026_RESULTS,Puducherry,U07,25,U07-025,THIRUNALLAR,9,ANTHO. JOHN PEETTER,Independent,0,0,0,0.0,2026-05-04 09:22:22
2026_RESULTS,Puducherry,U07,25,U07-025,THIRUNALLAR,10,NOTA,None of the Above,0,0,0,0.0,2026-05-04 09:22:22
2026_RESULTS,Puducherry,U07,25,U07-025,THIRUNALLAR,1,R. KAMALAKANNAN,Indian National Congress,3925,0,3925,33.57,2026-05-04 11:31:54
2026_RESULTS,Puducherry,U07,25,U07-025,THIRUNALLAR,2,G.N.S. RAJASEKARAN,Bharatiya Janata Party,6250,0,6250,53.45,2026-05-04 11:31:54
2026_RESULTS,Puducherry,U07,25,U07-025,THIRUNALLAR,3,CHANDRAMOULISWARAR A.R.,Tamilaga Makkal Thannurimai Katchi,20,0,20,0.17,2026-05-04 11:31:54
2026_RESULTS,Puducherry,U07,25,U07-025,THIRUNALLAR,4,A. RAJA MOHAMED,Tamilaga Vettri Kazhagam,1271,0,1271,10.87,2026-05-04 11:31:54
2026_RESULTS,Puducherry,U07,25,U07-025,THIRUNALLAR,5,S. VINOTH,Naam Tamilar Katchi,113,0,113,0.97,2026-05-04 11:31:54
2026_RESULTS,Puducherry,U07,25,U07-025,THIRUNALLAR,6,N.V.R. ARIVOLI,Independent,14,0,14,0.12,2026-05-04 11:31:54
2026_RESULTS,Puducherry,U07,25,U07-025,THIRUNALLAR,7,M.P. SIMON RAJ,Independent,11,0,11,0.09,2026-05-04 11:31:54
2026_RESULTS,Puducherry,U07,25,U07-025,THIRUNALLAR,8,M. VASANTHKUMAR,Independent,6,0,6,0.05,2026-05-04 11:31:54
2026_RESULTS,Puducherry,U07,25,U07-025,THIRUNALLAR,9,ANTHO. JOHN PEETTER,Independent,32,0,32,0.27,2026-05-04 11:31:54
2026_RESULTS,Puducherry,U07,25,U07-025,THIRUNALLAR,10,NOTA,None of the Above,51,0,51,0.44,2026-05-04 11:31:54
2026_RESULTS,Puducherry,U07,25,U07-025,THIRUNALLAR,1,R. KAMALAKANNAN,Indian National Congress,3925,109,4034,33.32,2026-05-04 12:33:51
2026_RESULTS,Puducherry,U07,25,U07-025,THIRUNALLAR,2,G.N.S. RAJASEKARAN,Bharatiya Janata Party,6250,272,6522,53.87,2026-05-04 12:33:51
2026_RESULTS,Puducherry,U07,25,U07-025,THIRUNALLAR,3,CHANDRAMOULISWARAR A.R.,Tamilaga Makkal Thannurimai Katchi,20,0,20,0.17,2026-05-04 12:33:51
2026_RESULTS,Puducherry,U07,25,U07-025,THIRUNALLAR,4,A. RAJA MOHAMED,Tamilaga Vettri Kazhagam,1271,28,1299,10.73,2026-05-04 12:33:51
2026_RESULTS,Puducherry,U07,25,U07-025,THIRUNALLAR,5,S. VINOTH,Naam Tamilar Katchi,113,1,114,0.94,2026-05-04 12:33:51
2026_RESULTS,Puducherry,U07,25,U07-025,THIRUNALLAR,6,N.V.R. ARIVOLI,Independent,14,0,14,0.12,2026-05-04 12:33:51
2026_RESULTS,Puducherry,U07,25,U07-025,THIRUNALLAR,7,M.P. SIMON RAJ,Independent,11,1,12,0.1,2026-05-04 12:33:51
2026_RESULTS,Puducherry,U07,25,U07-025,THIRUNALLAR,8,M. VASANTHKUMAR,Independent,6,0,6,0.05,2026-05-04 12:33:51
2026_RESULTS,Puducherry,U07,25,U07-025,THIRUNALLAR,9,ANTHO. JOHN PEETTER,Independent,32,0,32,0.26,2026-05-04 12:33:51
2026_RESULTS,Puducherry,U07,25,U07-025,THIRUNALLAR,10,NOTA,None of the Above,51,2,53,0.44,2026-05-04 12:33:51
