Election_Id,State,State_Code,Constituency_No,Constituency_Key,Constituency_Name,SN,Candidate,Party,EVM_Votes,Postal_Votes,Total_Votes,Vote_Percentage,Timestamp
2026_RESULTS,Puducherry,U07,9,U07-009,THATTANCHAVADY,10,N. RANJITHKUMAR,Independent,31,3,34,0.22,2026-05-04 05:11:01
2026_RESULTS,Puducherry,U07,9,U07-009,THATTANCHAVADY,11,NOTA,None of the Above,123,4,127,0.83,2026-05-04 05:11:01
2026_RESULTS,Puducherry,U07,9,U07-009,THATTANCHAVADY,1,N. RANGASAMY,All India N.R. Congress,9808,216,10024,42.51,2026-05-04 05:20:26
2026_RESULTS,Puducherry,U07,9,U07-009,THATTANCHAVADY,2,VE. VAITHILINGAM,Indian National Congress,2922,68,2990,12.68,2026-05-04 05:20:26
2026_RESULTS,Puducherry,U07,9,U07-009,THATTANCHAVADY,3,K. KATHIRESAN,Pattali Makkal Katchi,41,1,42,0.18,2026-05-04 05:20:26
2026_RESULTS,Puducherry,U07,9,U07-009,THATTANCHAVADY,4,S. KARTHI KUMARI,Naam Tamilar Katchi,520,14,534,2.26,2026-05-04 05:20:26
2026_RESULTS,Puducherry,U07,9,U07-009,THATTANCHAVADY,5,E. VINAYAGAM,Neyam Makkal Kazhagam,5543,40,5583,23.68,2026-05-04 05:20:26
2026_RESULTS,Puducherry,U07,9,U07-009,THATTANCHAVADY,6,B. GANESHAMOURTHY,Independent,88,1,89,0.38,2026-05-04 05:20:26
2026_RESULTS,Puducherry,U07,9,U07-009,THATTANCHAVADY,7,M. KRISHNAMURTHY,Independent,14,1,15,0.06,2026-05-04 05:20:26
2026_RESULTS,Puducherry,U07,9,U07-009,THATTANCHAVADY,8,K. SETHU @ SETHUSELVAM,Independent,3926,58,3984,16.9,2026-05-04 05:20:26
2026_RESULTS,Puducherry,U07,9,U07-009,THATTANCHAVADY,9,BANGARAMMAL KARUNAKARAN,Independent,73,0,73,0.31,2026-05-04 05:20:26
2026_RESULTS,Puducherry,U07,9,U07-009,THATTANCHAVADY,10,N. RANJITHKUMAR,Independent,45,3,48,0.2,2026-05-04 05:20:26
2026_RESULTS,Puducherry,U07,9,U07-009,THATTANCHAVADY,11,NOTA,None of the Above,192,4,196,0.83,2026-05-04 05:20:26
2026_RESULTS,Puducherry,U07,9,U07-009,THATTANCHAVADY,1,N. RANGASAMY,All India N.R. Congress,9808,216,10024,42.51,2026-05-04 07:01:05
2026_RESULTS,Puducherry,U07,9,U07-009,THATTANCHAVADY,2,VE. VAITHILINGAM,Indian National Congress,2922,68,2990,12.68,2026-05-04 07:01:05
2026_RESULTS,Puducherry,U07,9,U07-009,THATTANCHAVADY,3,K. KATHIRESAN,Pattali Makkal Katchi,41,1,42,0.18,2026-05-04 07:01:05
2026_RESULTS,Puducherry,U07,9,U07-009,THATTANCHAVADY,4,S. KARTHI KUMARI,Naam Tamilar Katchi,520,14,534,2.26,2026-05-04 07:01:05
2026_RESULTS,Puducherry,U07,9,U07-009,THATTANCHAVADY,5,E. VINAYAGAM,Neyam Makkal Kazhagam,5543,40,5583,23.68,2026-05-04 07:01:05
2026_RESULTS,Puducherry,U07,9,U07-009,THATTANCHAVADY,6,B. GANESHAMOURTHY,Independent,88,1,89,0.38,2026-05-04 07:01:05
2026_RESULTS,Puducherry,U07,9,U07-009,THATTANCHAVADY,7,M. KRISHNAMURTHY,Independent,14,1,15,0.06,2026-05-04 07:01:05
2026_RESULTS,Puducherry,U07,9,U07-009,THATTANCHAVADY,8,K. SETHU @ SETHUSELVAM,Independent,3926,58,3984,16.9,2026-05-04 07:01:05
2026_RESULTS,Puducherry,U07,9,U07-009,THATTANCHAVADY,9,BANGARAMMAL KARUNAKARAN,Independent,73,0,73,0.31,2026-05-04 07:01:05
2026_RESULTS,Puducherry,U07,9,U07-009,THATTANCHAVADY,10,N. RANJITHKUMAR,Independent,45,3,48,0.2,2026-05-04 07:01:05
2026_RESULTS,Puducherry,U07,9,U07-009,THATTANCHAVADY,11,NOTA,None of the Above,192,4,196,0.83,2026-05-04 07:01:05
