Election_Id,State,State_Code,Party,Won,Leading,Total,Timestamp
2026_RESULTS,Tamil Nadu,S22,Tamilaga Vettri Kazhagam - TVK,68,38,106,2026-05-04 14:32:11
2026_RESULTS,Tamil Nadu,S22,Dravida Munnetra Kazhagam - DMK,35,24,59,2026-05-04 14:32:11
2026_RESULTS,Tamil Nadu,S22,All India Anna Dravida Munnetra Kazhagam - ADMK,28,19,47,2026-05-04 14:32:11
2026_RESULTS,Tamil Nadu,S22,Pattali Makkal Katchi - PMK,2,3,5,2026-05-04 14:32:11
2026_RESULTS,Tamil Nadu,S22,Indian National Congress - INC,2,3,5,2026-05-04 14:32:11
2026_RESULTS,Tamil Nadu,S22,Indian Union Muslim League - IUML,2,0,2,2026-05-04 14:32:11
2026_RESULTS,Tamil Nadu,S22,Communist Party of India - CPI,1,1,2,2026-05-04 14:32:11
2026_RESULTS,Tamil Nadu,S22,Desiya Murpokku Dravida Kazhagam - DMDK,1,1,2,2026-05-04 14:32:11
2026_RESULTS,Tamil Nadu,S22,Viduthalai Chiruthaigal Katchi - VCK,1,1,2,2026-05-04 14:32:11
2026_RESULTS,Tamil Nadu,S22,Communist Party of India (Marxist) - CPI(M),2,0,2,2026-05-04 14:32:11
2026_RESULTS,Tamil Nadu,S22,Bharatiya Janata Party - BJP,1,0,1,2026-05-04 14:32:11
2026_RESULTS,Tamil Nadu,S22,Amma Makkal Munnettra Kazagam - AMMKMNKZ,1,0,1,2026-05-04 14:32:11
